File,Similarity
../data/text/6754.txt,0.8761961
../data/text/1056.txt,0.8858213
../data/text/8806.txt,0.90199184
../data/text/1061.txt,0.90947425
../data/text/7733.txt,0.8521764
../data/text/8163.txt,0.8887839
../data/text/9740.txt,0.89599407
../data/text/7034.txt,0.85234064
../data/text/8148.txt,0.9040406
../data/text/5677.txt,0.88174975
../data/text/4778.txt,0.9028854
../data/text/2545.txt,0.9045926
../data/text/8391.txt,0.8384845
../data/text/8918.txt,0.88252205
../data/text/4704.txt,0.8990246
../data/text/492.txt,0.8978514
../data/text/9802.txt,0.86421645
../data/text/483.txt,0.89348346
../data/text/2416.txt,0.8840291
../data/text/8089.txt,0.8881496
../data/text/7278.txt,0.88329273
../data/text/2096.txt,0.8812234
../data/text/1605.txt,0.8873604
../data/text/1896.txt,0.90687513
../data/text/8448.txt,0.84517634
../data/text/8351.txt,0.89750224
../data/text/4957.txt,0.8984606
../data/text/3372.txt,0.90910554
../data/text/107.txt,0.92523885
../data/text/9512.txt,0.9182378
../data/text/7383.txt,0.89306116
../data/text/7702.txt,0.9174415
../data/text/8075.txt,0.8935132
../data/text/5052.txt,0.8647331
../data/text/8812.txt,0.8628969
../data/text/7374.txt,0.8775562
../data/text/8302.txt,0.8807641
../data/text/854.txt,0.8790871
../data/text/865.txt,0.85697144
../data/text/9459.txt,0.8946409
../data/text/6330.txt,0.87778616
../data/text/7425.txt,0.9033891
../data/text/9733.txt,0.86871165
../data/text/3258.txt,0.88327485
../data/text/8449.txt,0.8976201
../data/text/1765.txt,0.9234842
../data/text/9010.txt,0.88746893
../data/text/4208.txt,0.90501606
../data/text/6478.txt,0.8970489
../data/text/3219.txt,0.87752247
../data/text/2206.txt,0.9044126
../data/text/6470.txt,0.9075317
../data/text/6911.txt,0.9021205
../data/text/659.txt,0.9047848
../data/text/3614.txt,0.9019884
../data/text/3922.txt,0.9147329
../data/text/7388.txt,0.88518536
../data/text/6056.txt,0.8695681
../data/text/6773.txt,0.8849406
../data/text/3844.txt,0.8748725
../data/text/3316.txt,0.872501
../data/text/9216.txt,0.87765354
../data/text/2582.txt,0.8964737
../data/text/5149.txt,0.85821617
../data/text/3340.txt,0.8682918
../data/text/9188.txt,0.8841747
../data/text/849.txt,0.9128026
../data/text/641.txt,0.8633677
../data/text/9476.txt,0.88073844
../data/text/9153.txt,0.9136007
../data/text/1053.txt,0.89247364
../data/text/706.txt,0.8937961
../data/text/1756.txt,0.90633297
../data/text/4251.txt,0.90154433
../data/text/286.txt,0.88145214
../data/text/8857.txt,0.9137885
../data/text/8737.txt,0.86556834
../data/text/2467.txt,0.85465324
../data/text/9998.txt,0.91741383
../data/text/8481.txt,0.8905347
../data/text/1909.txt,0.905849
../data/text/3912.txt,0.87744194
../data/text/8335.txt,0.90001154
../data/text/7753.txt,0.89347196
../data/text/7108.txt,0.8873787
../data/text/5378.txt,0.9050493
../data/text/8688.txt,0.9075961
../data/text/4351.txt,0.8671839
../data/text/5709.txt,0.89424807
../data/text/92.txt,0.89952767
../data/text/9502.txt,0.87544024
../data/text/9576.txt,0.8939883
../data/text/8001.txt,0.8733126
../data/text/4380.txt,0.89923495
../data/text/9807.txt,0.90072984
../data/text/8718.txt,0.84223914
../data/text/4100.txt,0.87811947
../data/text/1912.txt,0.9152645
../data/text/8930.txt,0.8711918
../data/text/1664.txt,0.89610064
../data/text/2092.txt,0.85860467
../data/text/8308.txt,0.88234943
../data/text/4496.txt,0.8697105
../data/text/8214.txt,0.89316225
../data/text/3477.txt,0.88459444
../data/text/9194.txt,0.8957386
../data/text/3828.txt,0.8995173
../data/text/5510.txt,0.8375519
../data/text/3684.txt,0.88795096
../data/text/41.txt,0.8832089
../data/text/8811.txt,0.89373326
../data/text/1105.txt,0.8821093
../data/text/5286.txt,0.9018277
../data/text/2484.txt,0.8756838
../data/text/6308.txt,0.89033926
../data/text/2493.txt,0.90448976
../data/text/6800.txt,0.8861795
../data/text/7146.txt,0.9204369
../data/text/3443.txt,0.90159553
../data/text/7891.txt,0.8932493
../data/text/6638.txt,0.9001109
../data/text/5344.txt,0.8867419
../data/text/6621.txt,0.86412525
../data/text/4051.txt,0.86220986
../data/text/9519.txt,0.90229034
../data/text/7318.txt,0.88463145
../data/text/6541.txt,0.89580977
../data/text/8259.txt,0.891816
../data/text/8690.txt,0.8661943
../data/text/1623.txt,0.8999145
../data/text/7669.txt,0.89933693
../data/text/8807.txt,0.9043696
../data/text/7445.txt,0.8927017
../data/text/6136.txt,0.8947936
../data/text/352.txt,0.8792426
../data/text/8996.txt,0.8906099
../data/text/5589.txt,0.9131279
../data/text/4166.txt,0.88445944
../data/text/8353.txt,0.88672024
../data/text/1331.txt,0.888308
../data/text/1161.txt,0.87142676
../data/text/9180.txt,0.88820755
../data/text/8409.txt,0.87854767
../data/text/8371.txt,0.8774718
../data/text/1945.txt,0.8658251
../data/text/3385.txt,0.848422
../data/text/8573.txt,0.8853458
../data/text/3889.txt,0.89416516
../data/text/9418.txt,0.9026614
../data/text/1167.txt,0.9312426
../data/text/6815.txt,0.84380555
../data/text/7227.txt,0.88195616
../data/text/4657.txt,0.87925714
../data/text/8043.txt,0.9043681
../data/text/9241.txt,0.8935653
../data/text/6277.txt,0.88181865
../data/text/5616.txt,0.8579558
../data/text/8833.txt,0.8722413
../data/text/722.txt,0.8660895
../data/text/1847.txt,0.8650372
../data/text/9688.txt,0.88785815
../data/text/4535.txt,0.88073814
../data/text/3902.txt,0.8943914
../data/text/9341.txt,0.8971729
../data/text/4125.txt,0.8956916
../data/text/3046.txt,0.91023886
../data/text/8121.txt,0.8804275
../data/text/5766.txt,0.89658356
../data/text/258.txt,0.86449164
../data/text/1602.txt,0.91403675
../data/text/4989.txt,0.8773476
../data/text/864.txt,0.892127
../data/text/3381.txt,0.93660414
../data/text/6351.txt,0.84813786
../data/text/6658.txt,0.879531
../data/text/8729.txt,0.90316683
../data/text/2630.txt,0.8892032
../data/text/9208.txt,0.8858448
../data/text/1416.txt,0.86353314
../data/text/4832.txt,0.8908479
../data/text/1098.txt,0.8869468
../data/text/9206.txt,0.89563936
../data/text/6949.txt,0.91037333
../data/text/9168.txt,0.88654745
../data/text/9521.txt,0.9111301
../data/text/5873.txt,0.90118814
../data/text/6386.txt,0.88253427
../data/text/5157.txt,0.9000734
../data/text/5523.txt,0.9073979
../data/text/9773.txt,0.898669
../data/text/7037.txt,0.8850366
../data/text/7453.txt,0.89129
../data/text/9625.txt,0.897336
../data/text/1305.txt,0.88871115
../data/text/9069.txt,0.8801381
../data/text/5291.txt,0.8831407
../data/text/7538.txt,0.8964013
../data/text/6344.txt,0.91175807
../data/text/4422.txt,0.8773414
../data/text/5836.txt,0.87461525
../data/text/4595.txt,0.88305765
../data/text/692.txt,0.91112745
../data/text/567.txt,0.88454413
../data/text/1514.txt,0.88808954
../data/text/1297.txt,0.8940337
../data/text/8113.txt,0.89642155
../data/text/4353.txt,0.8838811
../data/text/1635.txt,0.891188
../data/text/60.txt,0.8831759
../data/text/7938.txt,0.89191514
../data/text/4218.txt,0.8929923
../data/text/6774.txt,0.8843972
../data/text/1528.txt,0.8940248
../data/text/1950.txt,0.88475645
../data/text/5205.txt,0.8843043
../data/text/9881.txt,0.89944094
../data/text/9461.txt,0.8924604
../data/text/6884.txt,0.8595058
../data/text/6906.txt,0.90202385
../data/text/2051.txt,0.8948671
../data/text/2203.txt,0.91346276
../data/text/7778.txt,0.896863
../data/text/6014.txt,0.88786745
../data/text/5764.txt,0.89247406
../data/text/9679.txt,0.8893063
../data/text/2996.txt,0.9057307
../data/text/6079.txt,0.86841667
../data/text/1432.txt,0.90741926
../data/text/9054.txt,0.8676566
../data/text/8021.txt,0.8928371
../data/text/2918.txt,0.90762305
../data/text/1140.txt,0.9009264
../data/text/9588.txt,0.9131642
../data/text/3780.txt,0.8797599
../data/text/7074.txt,0.8750548
../data/text/432.txt,0.90154004
../data/text/1567.txt,0.90778077
../data/text/3857.txt,0.89922285
../data/text/2333.txt,0.8388584
../data/text/2697.txt,0.89293206
../data/text/1316.txt,0.8939827
../data/text/2371.txt,0.89246196
../data/text/3227.txt,0.89261186
../data/text/5814.txt,0.90284455
../data/text/8531.txt,0.89416766
../data/text/9953.txt,0.90070605
../data/text/5392.txt,0.88934445
../data/text/8232.txt,0.88998413
../data/text/8865.txt,0.8972345
../data/text/7150.txt,0.8693572
../data/text/2518.txt,0.8903103
../data/text/8912.txt,0.8976139
../data/text/1476.txt,0.8634938
../data/text/4907.txt,0.89343727
../data/text/7291.txt,0.88335454
../data/text/209.txt,0.87016624
../data/text/5885.txt,0.8797237
../data/text/3114.txt,0.8822144
../data/text/8683.txt,0.8723286
../data/text/6207.txt,0.8883065
../data/text/2517.txt,0.8967679
../data/text/7197.txt,0.8716918
../data/text/750.txt,0.8960504
../data/text/9627.txt,0.89114594
../data/text/2844.txt,0.89571536
../data/text/6288.txt,0.9105902
../data/text/8057.txt,0.8945302
../data/text/6728.txt,0.8959185
../data/text/3954.txt,0.9247813
../data/text/4065.txt,0.8968302
../data/text/951.txt,0.88627404
../data/text/475.txt,0.9058931
../data/text/2263.txt,0.888714
../data/text/6742.txt,0.8890057
../data/text/7447.txt,0.864748
../data/text/2749.txt,0.89036363
../data/text/8437.txt,0.8985754
../data/text/8156.txt,0.918404
../data/text/2352.txt,0.83397603
../data/text/1761.txt,0.87193334
../data/text/3348.txt,0.89014584
../data/text/3032.txt,0.8740347
../data/text/9708.txt,0.8859511
../data/text/9331.txt,0.8777616
../data/text/6816.txt,0.8996389
../data/text/3089.txt,0.87534326
../data/text/806.txt,0.8856493
../data/text/5941.txt,0.8959966
../data/text/8527.txt,0.9136428
../data/text/8441.txt,0.8982062
../data/text/8471.txt,0.89172727
../data/text/5109.txt,0.89045244
../data/text/4797.txt,0.9088083
../data/text/6016.txt,0.87752235
../data/text/889.txt,0.8928266
../data/text/5187.txt,0.9262108
../data/text/4756.txt,0.89489555
../data/text/3693.txt,0.89629406
../data/text/9788.txt,0.9014981
../data/text/6447.txt,0.88354844
../data/text/1132.txt,0.89323425
../data/text/3617.txt,0.8684407
../data/text/3070.txt,0.8797691
../data/text/4164.txt,0.8931839
../data/text/3076.txt,0.9090732
../data/text/9647.txt,0.8558308
../data/text/993.txt,0.8831754
../data/text/3173.txt,0.90297186
../data/text/1339.txt,0.8843386
../data/text/6197.txt,0.9046692
../data/text/9380.txt,0.8647636
../data/text/6715.txt,0.91739464
../data/text/2781.txt,0.90972686
../data/text/6112.txt,0.88040066
../data/text/5477.txt,0.9004961
../data/text/6183.txt,0.88793725
../data/text/982.txt,0.84926057
../data/text/8186.txt,0.8818232
../data/text/3288.txt,0.88533
../data/text/5955.txt,0.8792065
../data/text/9891.txt,0.89212304
../data/text/9118.txt,0.90975684
../data/text/4462.txt,0.9238414
../data/text/4641.txt,0.8951018
../data/text/8192.txt,0.88886964
../data/text/2434.txt,0.8924868
../data/text/4500.txt,0.88669497
../data/text/9467.txt,0.9136748
../data/text/9084.txt,0.9018978
../data/text/433.txt,0.90100706
../data/text/3504.txt,0.8843207
../data/text/822.txt,0.90865874
../data/text/6525.txt,0.916837
../data/text/9771.txt,0.9004469
../data/text/5476.txt,0.8931099
../data/text/8168.txt,0.89413977
../data/text/5101.txt,0.87332225
../data/text/7715.txt,0.86924624
../data/text/5606.txt,0.9147571
../data/text/2892.txt,0.85805994
../data/text/7470.txt,0.8971298
../data/text/2590.txt,0.864761
../data/text/211.txt,0.9112647
../data/text/4782.txt,0.8942882
../data/text/8281.txt,0.8532772
../data/text/8486.txt,0.89527524
../data/text/5054.txt,0.89045537
../data/text/6579.txt,0.91163915
../data/text/1764.txt,0.84483767
../data/text/2915.txt,0.8865115
../data/text/5272.txt,0.8960291
../data/text/1168.txt,0.88654256
../data/text/7325.txt,0.8875765
../data/text/7974.txt,0.8785778
../data/text/6319.txt,0.87768507
../data/text/1235.txt,0.8712523
../data/text/2146.txt,0.86597633
../data/text/3765.txt,0.8894062
../data/text/3479.txt,0.8794163
../data/text/7664.txt,0.9149368
../data/text/317.txt,0.921978
../data/text/5638.txt,0.88771886
../data/text/7166.txt,0.88212204
../data/text/6961.txt,0.90814275
../data/text/8309.txt,0.9026083
../data/text/5536.txt,0.89364225
../data/text/2171.txt,0.89036465
../data/text/1753.txt,0.89690983
../data/text/9977.txt,0.8741701
../data/text/8625.txt,0.8916358
../data/text/8556.txt,0.9141323
../data/text/9276.txt,0.8922859
../data/text/6940.txt,0.887658
../data/text/6853.txt,0.87628627
../data/text/6163.txt,0.86723244
../data/text/1193.txt,0.87384194
../data/text/3104.txt,0.8970926
../data/text/814.txt,0.91379774
../data/text/9092.txt,0.8743862
../data/text/2641.txt,0.8483173
../data/text/6722.txt,0.8842598
../data/text/4920.txt,0.8992027
../data/text/2598.txt,0.89068455
../data/text/2354.txt,0.8743191
../data/text/7338.txt,0.90791184
../data/text/8027.txt,0.89179
../data/text/9572.txt,0.88966614
../data/text/3567.txt,0.8862257
../data/text/5131.txt,0.91285384
../data/text/4902.txt,0.9029957
../data/text/2155.txt,0.8756803
../data/text/9006.txt,0.87877065
../data/text/2709.txt,0.89789
../data/text/5311.txt,0.86605704
../data/text/9499.txt,0.87715054
../data/text/3611.txt,0.87198365
../data/text/8936.txt,0.8942237
../data/text/5884.txt,0.87282413
../data/text/6709.txt,0.89105
../data/text/3940.txt,0.9007258
../data/text/1809.txt,0.9071035
../data/text/7229.txt,0.9002709
../data/text/2904.txt,0.8891095
../data/text/7355.txt,0.88060606
../data/text/6257.txt,0.87321424
../data/text/6038.txt,0.88951254
../data/text/9784.txt,0.8857633
../data/text/4740.txt,0.88232625
../data/text/4174.txt,0.8936518
../data/text/5085.txt,0.8708039
../data/text/1740.txt,0.89336455
../data/text/2148.txt,0.8799275
../data/text/4536.txt,0.86268556
../data/text/4308.txt,0.8949964
../data/text/3223.txt,0.86761534
../data/text/943.txt,0.85847175
../data/text/4162.txt,0.8800441
../data/text/1907.txt,0.90142846
../data/text/7814.txt,0.90820765
../data/text/3165.txt,0.9167192
../data/text/7402.txt,0.8890682
../data/text/8723.txt,0.889834
../data/text/3294.txt,0.8889566
../data/text/338.txt,0.8955313
../data/text/9275.txt,0.87759674
../data/text/989.txt,0.89971757
../data/text/5236.txt,0.89955574
../data/text/8450.txt,0.85307366
../data/text/3268.txt,0.91411006
../data/text/1099.txt,0.87667036
../data/text/7172.txt,0.8516464
../data/text/9798.txt,0.90790975
../data/text/221.txt,0.8762776
../data/text/5741.txt,0.8693794
../data/text/7838.txt,0.90321314
../data/text/591.txt,0.88508445
../data/text/4671.txt,0.9114423
../data/text/7520.txt,0.8928723
../data/text/4298.txt,0.87000155
../data/text/1998.txt,0.90734124
../data/text/772.txt,0.8840195
../data/text/8878.txt,0.903934
../data/text/8492.txt,0.903174
../data/text/4711.txt,0.87631714
../data/text/3722.txt,0.88332117
../data/text/1481.txt,0.9246513
../data/text/241.txt,0.88491595
../data/text/173.txt,0.92604214
../data/text/2994.txt,0.88315815
../data/text/2327.txt,0.85432124
../data/text/6455.txt,0.8878757
../data/text/2845.txt,0.889853
../data/text/6954.txt,0.86283773
../data/text/3822.txt,0.8693119
../data/text/3422.txt,0.89530146
../data/text/8180.txt,0.88335997
../data/text/5672.txt,0.8638396
../data/text/2865.txt,0.90733516
../data/text/6024.txt,0.900363
../data/text/4356.txt,0.88816583
../data/text/1819.txt,0.9014375
../data/text/2312.txt,0.8939318
../data/text/2648.txt,0.9219287
../data/text/333.txt,0.88759243
../data/text/3855.txt,0.86857057
../data/text/3085.txt,0.9068317
../data/text/6211.txt,0.88674796
../data/text/9989.txt,0.87994266
../data/text/6544.txt,0.8558716
../data/text/2734.txt,0.9182669
../data/text/74.txt,0.92983127
../data/text/8053.txt,0.8678615
../data/text/4978.txt,0.8891547
../data/text/2422.txt,0.8703518
../data/text/2702.txt,0.8899058
../data/text/3326.txt,0.89122164
../data/text/3842.txt,0.8974045
../data/text/9485.txt,0.8908265
../data/text/8505.txt,0.8919909
../data/text/126.txt,0.86509687
../data/text/5508.txt,0.87314177
../data/text/546.txt,0.8834915
../data/text/7950.txt,0.8829535
../data/text/4662.txt,0.91300976
../data/text/2561.txt,0.8128319
../data/text/4010.txt,0.9030665
../data/text/7683.txt,0.8754776
../data/text/9033.txt,0.87207794
../data/text/3304.txt,0.90693253
../data/text/9245.txt,0.88410157
../data/text/1849.txt,0.88699824
../data/text/6485.txt,0.898103
../data/text/1821.txt,0.8983629
../data/text/8218.txt,0.88387465
../data/text/3813.txt,0.88462746
../data/text/6363.txt,0.8962575
../data/text/7123.txt,0.8917171
../data/text/3307.txt,0.8910643
../data/text/3799.txt,0.8633135
../data/text/7757.txt,0.8867231
../data/text/530.txt,0.91450465
../data/text/5607.txt,0.9158212
../data/text/345.txt,0.8998976
../data/text/4544.txt,0.8558884
../data/text/1478.txt,0.8954822
../data/text/8673.txt,0.9060893
../data/text/9824.txt,0.89258313
../data/text/6506.txt,0.86305857
../data/text/3405.txt,0.85488296
../data/text/9138.txt,0.8586246
../data/text/9819.txt,0.88221574
../data/text/4368.txt,0.87990165
../data/text/4296.txt,0.8809084
../data/text/6410.txt,0.8945017
../data/text/3542.txt,0.90597403
../data/text/6465.txt,0.88140494
../data/text/6668.txt,0.88300395
../data/text/8669.txt,0.9016093
../data/text/6369.txt,0.87141347
../data/text/5668.txt,0.9032501
../data/text/7811.txt,0.85199803
../data/text/3148.txt,0.9009905
../data/text/4841.txt,0.8944028
../data/text/1719.txt,0.9153935
../data/text/339.txt,0.85998774
../data/text/2873.txt,0.8857635
../data/text/5587.txt,0.88290775
../data/text/7543.txt,0.91206986
../data/text/871.txt,0.9121622
../data/text/8455.txt,0.88841516
../data/text/6718.txt,0.8918085
../data/text/9220.txt,0.87909055
../data/text/3597.txt,0.85689807
../data/text/5754.txt,0.9042225
../data/text/977.txt,0.89610153
../data/text/2573.txt,0.8630818
../data/text/5150.txt,0.8742688
../data/text/7151.txt,0.9026304
../data/text/2128.txt,0.9051027
../data/text/7496.txt,0.88601476
../data/text/114.txt,0.89489496
../data/text/2252.txt,0.88222426
../data/text/9671.txt,0.87079114
../data/text/5086.txt,0.9106907
../data/text/3730.txt,0.8980196
../data/text/9564.txt,0.8967066
../data/text/42.txt,0.8888818
../data/text/3265.txt,0.90500355
../data/text/5982.txt,0.8801978
../data/text/7223.txt,0.87354815
../data/text/682.txt,0.9097158
../data/text/5721.txt,0.8919302
../data/text/181.txt,0.9014851
../data/text/6578.txt,0.8937913
../data/text/4506.txt,0.87778825
../data/text/2618.txt,0.8766996
../data/text/780.txt,0.89460826
../data/text/4136.txt,0.8640584
../data/text/3183.txt,0.89175236
../data/text/9513.txt,0.8231505
../data/text/3207.txt,0.90200984
../data/text/5280.txt,0.8978751
../data/text/2043.txt,0.89178896
../data/text/5627.txt,0.8926272
../data/text/3275.txt,0.8767066
../data/text/789.txt,0.86648846
../data/text/9559.txt,0.8693121
../data/text/1751.txt,0.85892975
../data/text/7203.txt,0.9117363
../data/text/9192.txt,0.8627598
../data/text/8801.txt,0.89325464
../data/text/6583.txt,0.9199377
../data/text/8971.txt,0.92063236
../data/text/6687.txt,0.9058266
../data/text/4635.txt,0.92101663
../data/text/3499.txt,0.90262747
../data/text/1658.txt,0.8889932
../data/text/6929.txt,0.8556781
../data/text/5600.txt,0.9130652
../data/text/4192.txt,0.8517843
../data/text/7288.txt,0.89123785
../data/text/911.txt,0.8947089
../data/text/7611.txt,0.90869474
../data/text/8565.txt,0.88006264
../data/text/3397.txt,0.87821996
../data/text/4737.txt,0.87930536
../data/text/7897.txt,0.9114496
../data/text/8490.txt,0.89825594
../data/text/8039.txt,0.8889854
../data/text/994.txt,0.88665724
../data/text/769.txt,0.870524
../data/text/644.txt,0.876806
../data/text/8757.txt,0.877689
../data/text/5310.txt,0.8879281
../data/text/8880.txt,0.93275505
../data/text/3865.txt,0.90928286
../data/text/8933.txt,0.87928474
../data/text/3742.txt,0.9216418
../data/text/8129.txt,0.8929835
../data/text/1393.txt,0.9083787
../data/text/1302.txt,0.8801666
../data/text/3398.txt,0.90078956
../data/text/3146.txt,0.87174726
../data/text/6362.txt,0.9189827
../data/text/3710.txt,0.8807134
../data/text/833.txt,0.89306027
../data/text/7539.txt,0.9059496
../data/text/9589.txt,0.923215
../data/text/7231.txt,0.8866707
../data/text/844.txt,0.8880455
../data/text/5200.txt,0.9054378
../data/text/868.txt,0.8878882
../data/text/5661.txt,0.8927874
../data/text/7825.txt,0.86536205
../data/text/6216.txt,0.87447095
../data/text/146.txt,0.9022901
../data/text/3301.txt,0.9054852
../data/text/5869.txt,0.90225255
../data/text/2893.txt,0.84644866
../data/text/7295.txt,0.9098135
../data/text/6133.txt,0.8620548
../data/text/9366.txt,0.88206995
../data/text/3604.txt,0.8777562
../data/text/8008.txt,0.91939014
../data/text/6440.txt,0.9032414
../data/text/4537.txt,0.87989473
../data/text/1133.txt,0.8624879
../data/text/1637.txt,0.90104496
../data/text/18.txt,0.87200606
../data/text/7373.txt,0.8825077
../data/text/6527.txt,0.88431215
../data/text/6879.txt,0.9078282
../data/text/164.txt,0.8738801
../data/text/731.txt,0.91348356
../data/text/8134.txt,0.90145195
../data/text/216.txt,0.87813383
../data/text/6292.txt,0.8812615
../data/text/7761.txt,0.89856845
../data/text/5234.txt,0.88606745
../data/text/6540.txt,0.8976206
../data/text/4149.txt,0.88982344
../data/text/2150.txt,0.8844124
../data/text/6228.txt,0.8928171
../data/text/2462.txt,0.8956388
../data/text/2375.txt,0.9049958
../data/text/8064.txt,0.9051607
../data/text/6027.txt,0.8825912
../data/text/449.txt,0.9158448
../data/text/4615.txt,0.90621364
../data/text/2837.txt,0.8757191
../data/text/2483.txt,0.9059302
../data/text/855.txt,0.8879
../data/text/7462.txt,0.8902276
../data/text/1281.txt,0.8715769
../data/text/7527.txt,0.907383
../data/text/4592.txt,0.9083042
../data/text/7560.txt,0.90540147
../data/text/3885.txt,0.91339767
../data/text/5163.txt,0.91278064
../data/text/10.txt,0.89892334
../data/text/9542.txt,0.89658135
../data/text/9809.txt,0.9090376
../data/text/4645.txt,0.9206157
